feedback_text,sentiment_label,source
"Loved it...friendly servers, great food, wonderful and imaginative menu.",1,Yelp
The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.,0,Yelp
Not much seafood and like 5 strings of pasta at the bottom.,0,Yelp
"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.",1,Yelp
"The ripped banana was not only ripped, but petrified and tasteless.",0,Yelp
At least think to refill my water before I struggle to wave you over for 10 minutes.,0,Yelp
This place receives stars for their APPETIZERS!!!,1,Yelp
The cocktails are all handmade and delicious.,1,Yelp
We'd definitely go back here again.,1,Yelp
We are so glad we found this place.,1,Yelp
"Great food and service, huge portions and they give a military discount.",1,Yelp
Always a great time at Dos Gringos!,1,Yelp
Update.....went back for a second time and it was still just as amazing,1,Yelp
We got the food and apparently they have never heard of salt and the batter on the fish was chewy.,0,Yelp
A great way to finish a great.,1,Yelp
"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.",1,Yelp
"- Really, really good rice, all the time.",1,Yelp
The service was meh.,0,Yelp
"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0,Yelp
"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.",0,Yelp
The scallop dish is quite appalling for value as well.,0,Yelp
2 times - Very Bad Customer Service !,0,Yelp
The sweet potato fries were very good and seasoned well.,1,Yelp
Today is the second time I've been to their lunch buffet and it was pretty good.,1,Yelp
There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.,0,Yelp
Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.,0,Yelp
walked in and the place smelled like an old grease trap and only 2 others there eating.,0,Yelp
The turkey and roast beef were bland.,0,Yelp
This place has it!,1,Yelp
The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.,0,Yelp
I love the Pho and the spring rolls oh so yummy you have to try.,1,Yelp
The poor batter to meat ratio made the chicken tenders very unsatisfying.,0,Yelp
All I have to say is the food was amazing!!!,1,Yelp
Omelets are to die for!,1,Yelp
Everything was fresh and delicious!,1,Yelp
"In summary, this was a largely disappointing dining experience.",0,Yelp
"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",1,Yelp
"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0,Yelp
Best breakfast buffet!!!,1,Yelp
say bye bye to your tip lady!,0,Yelp
We'll never go again.,0,Yelp
Will be back again!,1,Yelp
Food arrived quickly!,1,Yelp
It was not good.,0,Yelp
"On the up side, their cafe serves really good food.",1,Yelp
"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",1,Yelp
"The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.",1,Yelp
"Best Buffet in town, for the price you cannot beat it.",1,Yelp
"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",1,Yelp
This is one of the better buffets that I have been to.,1,Yelp
So we went to Tigerlilly and had a fantastic afternoon!,1,Yelp
"The food was delicious, our bartender was attentive and personable AND we got a great deal!",1,Yelp
The ambience is wonderful and there is music playing.,1,Yelp
Will go back next trip out.,1,Yelp
Sooooo good!!,1,Yelp
"REAL sushi lovers, let's be honest - Yama is not that good.",0,Yelp
"At least 40min passed in between us ordering and the food arriving, and it wasn't that busy.",0,Yelp
This is a really fantastic Thai restaurant which is definitely worth a visit.,1,Yelp
"Nice, spicy and tender.",1,Yelp
Good prices.,1,Yelp
Check it out.,1,Yelp
It was pretty gross!,0,Yelp
I've had better atmosphere.,0,Yelp
Kind of hard to mess up a steak but they did.,0,Yelp
"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.",0,Yelp
I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.,0,Yelp
"Worst service to boot, but that is the least of their worries.",0,Yelp
Service was fine and the waitress was friendly.,1,Yelp
"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",1,Yelp
"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",1,Yelp
"Host staff were, for lack of a better word, BITCHES!",0,Yelp
Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...,0,Yelp
"Phenomenal food, service and ambiance.",1,Yelp
I wouldn't return.,0,Yelp
"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.",1,Yelp
This place is way too overpriced for mediocre food.,0,Yelp
Penne vodka excellent!,1,Yelp
"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.",1,Yelp
The management is rude.,0,Yelp
"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",1,Yelp
"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",1,Yelp
I had a seriously solid breakfast here.,1,Yelp
This is one of the best bars with food in Vegas.,1,Yelp
"He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.",0,Yelp
My drink was never empty and he made some really great menu suggestions.,1,Yelp
Don't do it!!!!,0,Yelp
The waiter wasn't helpful or friendly and rarely checked on us.,0,Yelp
My husband and I ate lunch here and were very disappointed with the food and service.,0,Yelp
And the red curry had so much bamboo shoots and wasn't very tasty to me.,0,Yelp
Nice blanket of moz over top but i feel like this was done to cover up the subpar food.,1,Yelp
The bathrooms are clean and the place itself is well decorated.,1,Yelp
"The menu is always changing, food quality is going down & service is extremely slow.",0,Yelp
"The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.",0,Yelp
I give it 2 thumbs down,0,Yelp
We watched our waiter pay a lot more attention to other tables and ignore us.,0,Yelp
My fiancé and I came in the middle of the day and we were greeted and seated right away.,1,Yelp
This is a great restaurant at the Mandalay Bay.,1,Yelp
We waited for forty five minutes in vain.,0,Yelp
Crostini that came with the salad was stale.,0,Yelp
Some highlights : Great quality nigiri here!,1,Yelp
the staff is friendly and the joint is always clean.,1,Yelp
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.,1,Yelp
I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.,1,Yelp
this place is good.,1,Yelp
"Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.",0,Yelp
I came back today since they relocated and still not impressed.,0,Yelp
I was seated immediately.,1,Yelp
"Their menu is diverse, and reasonably priced.",1,Yelp
Avoid at all cost!,0,Yelp
Restaurant is always full but never a wait.,1,Yelp
DELICIOUS!!,1,Yelp
This place is hands-down one of the best places to eat in the Phoenix metro area.,1,Yelp
So don't go there if you are looking for good food...,0,Yelp
I've never been treated so bad.,0,Yelp
Bacon is hella salty.,1,Yelp
We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.,0,Yelp
"This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.",1,Yelp
The waitresses are very friendly.,1,Yelp
"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",1,Yelp
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,1,Yelp
"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.",0,Yelp
The service here leaves a lot to be desired.,0,Yelp
"The atmosphere is modern and hip, while maintaining a touch of coziness.",1,Yelp
"Not a weekly haunt, but definitely a place to come back to every once in a while.",1,Yelp
We literally sat there for 20 minutes with no one asking to take our order.,0,Yelp
"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0,Yelp
I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0,Yelp
I dressed up to be treated so rudely!,0,Yelp
It was probably dirt.,0,Yelp
"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.",1,Yelp
I ordered the Lemon raspberry ice cocktail which was also incredible.,1,Yelp
"The food sucked, which we expected but it sucked more than we could have imagined.",0,Yelp
Interesting decor.,1,Yelp
What I really like there is the crepe station.,1,Yelp
"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",1,Yelp
you can watch them preparing the delicious food!),1,Yelp
Both of the egg rolls were fantastic.,1,Yelp
"When my order arrived, one of the gyros was missing.",0,Yelp
"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",1,Yelp
I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0,Yelp
The best place to go for a tasty bowl of Pho!,1,Yelp
The live music on Fridays totally blows.,0,Yelp
I've never been more insulted or felt disrespected.,0,Yelp
Very friendly staff.,1,Yelp
It is worth the drive.,1,Yelp
"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1,Yelp
Food was great and so was the serivce!,1,Yelp
The warm beer didn't help.,0,Yelp
Great brunch spot.,1,Yelp
Service is friendly and inviting.,1,Yelp
Very good lunch spot.,1,Yelp
I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0,Yelp
The WORST EXPERIENCE EVER.,0,Yelp
Must have been an off night at this place.,0,Yelp
"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1,Yelp
"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0,Yelp
"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0,Yelp
My friend loved the salmon tartar.,1,Yelp
Won't go back.,0,Yelp
Extremely Tasty!,1,Yelp
Waitress was good though!,1,Yelp
Soggy and not good.,0,Yelp
The Jamaican mojitos are delicious.,1,Yelp
Which are small and not worth the price.,0,Yelp
- the food is rich so order accordingly.,1,Yelp
"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0,Yelp
The service was a bit lacking.,0,Yelp
"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0,Yelp
Hopefully this bodes for them going out of business and someone who can cook can come in.,0,Yelp
"It was either too cold, not enough flavor or just bad.",0,Yelp
I loved the bacon wrapped dates.,1,Yelp
This is an unbelievable BARGAIN!,1,Yelp
The folks at Otto always make us feel so welcome and special.,1,Yelp
"As for the ""mains,"" also uninspired.",0,Yelp
This is the place where I first had pho and it was amazing!!,1,Yelp
This wonderful experience made this place a must-stop whenever we are in town again.,1,Yelp
"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0,Yelp
Very very fun chef.,1,Yelp
"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.",0,Yelp
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1,Yelp
"If it were possible to give them zero stars, they'd have it.",0,Yelp
"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0,Yelp
"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1,Yelp
If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0,Yelp
"Everyone is very attentive, providing excellent customer service.",1,Yelp
Horrible - don't waste your time and money.,0,Yelp
Now this dish was quite flavourful.,1,Yelp
By this time our side of the restaurant was almost empty so there was no excuse.,0,Yelp
"(It wasn't busy either) Also, the building was FREEZING cold.",0,Yelp
"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0,Yelp
-Drinks took close to 30 minutes to come out at one point.,0,Yelp
"Seriously flavorful delights, folks.",1,Yelp
Much better than the other AYCE sushi place I went to in Vegas.,1,Yelp
The lighting is just dark enough to set the mood.,1,Yelp
Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0,Yelp
Owner's are really great people.!,1,Yelp
There is nothing privileged about working/eating there.,0,Yelp
The Greek dressing was very creamy and flavorful.,1,Yelp
"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0,Yelp
Now the pizza itself was good the peanut sauce was very tasty.,1,Yelp
We had 7 at our table and the service was pretty fast.,1,Yelp
Fantastic service here.,1,Yelp
I as well would've given godfathers zero stars if possible.,0,Yelp
They know how to make them here.,1,Yelp
very tough and very short on flavor!,0,Yelp
I hope this place sticks around.,1,Yelp
"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0,Yelp
The restaurant atmosphere was exquisite.,1,Yelp
"Good service, very clean, and inexpensive, to boot!",1,Yelp
The seafood was fresh and generous in portion.,1,Yelp
"Plus, it's only 8 bucks.",1,Yelp
"The service was not up to par, either.",0,Yelp
"Thus far, have only visited twice and the food was absolutely delicious each time.",1,Yelp
Just as good as when I had it more than a year ago!,1,Yelp
"For a self proclaimed coffee cafe, I was wildly disappointed.",0,Yelp
The Veggitarian platter is out of this world!,1,Yelp
You cant go wrong with any of the food here.,1,Yelp
You can't beat that.,1,Yelp
"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1,Yelp
The chefs were friendly and did a good job.,1,Yelp
"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0,Yelp
I liked the patio and the service was outstanding.,1,Yelp
The goat taco didn't skimp on the meat and wow what FLAVOR!,1,Yelp
I think not again,0,Yelp
I had the mac salad and it was pretty bland so I will not be getting that again.,0,Yelp
I went to Bachi Burger on a friend's recommendation and was not disappointed.,1,Yelp
Service stinks here!,0,Yelp
I waited and waited.,0,Yelp
"This place is not quality sushi, it is not a quality restaurant.",0,Yelp
I would definitely recommend the wings as well as the pizza.,1,Yelp
Great Pizza and Salads!,1,Yelp
Things that went wrong: - They burned the saganaki.,0,Yelp
We waited an hour for what was a breakfast I could have done 100 times better at home.,0,Yelp
This place is amazing!,1,Yelp
"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0,Yelp
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0,Yelp
Just don't know why they were so slow.,0,Yelp
"The staff is great, the food is delish, and they have an incredible beer selection.",1,Yelp
"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0,Yelp
I didn't know pulled pork could be soooo delicious.,1,Yelp
"You get incredibly fresh fish, prepared with care.",1,Yelp
Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0,Yelp
I love the fact that everything on their menu is worth it.,1,Yelp
Never again will I be dining at this place!,0,Yelp
The food was excellent and service was very good.,1,Yelp
Good beer & drink selection and good food selection.,1,Yelp
Please stay away from the shrimp stir fried noodles.,0,Yelp
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0,Yelp
Food was really boring.,0,Yelp
Good Service-check!,1,Yelp
This greedy corporation will NEVER see another dime from me!,0,Yelp
"Will never, ever go back.",0,Yelp
"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0,Yelp
"In the summer, you can dine in a charming outdoor patio - so very delightful.",1,Yelp
I did not expect this to be so good!,1,Yelp
Fantastic food!,1,Yelp
She ordered a toasted English muffin that came out untoasted.,0,Yelp
The food was very good.,1,Yelp
Never going back.,0,Yelp
"Great food for the price, which is very high quality and house made.",1,Yelp
The bus boy on the other hand was so rude.,0,Yelp
"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0,Yelp
"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1,Yelp
"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1,Yelp
All the bread is made in-house!,1,Yelp
The only downside is the service.,0,Yelp
"Also, the fries are without a doubt the worst fries I've ever had.",0,Yelp
Service was exceptional and food was a good as all the reviews.,1,Yelp
"A couple of months later, I returned and had an amazing meal.",1,Yelp
Favorite place in town for shawarrrrrrma!!!!!!,1,Yelp
The black eyed peas and sweet potatoes... UNREAL!,1,Yelp
You won't be disappointed.,1,Yelp
"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1,Yelp
"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0,Yelp
When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,Yelp
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,Yelp
"Both of them were truly unbelievably good, and I am so glad we went back.",1,Yelp
"We had fantastic service, and were pleased by the atmosphere.",1,Yelp
Everything was gross.,0,Yelp
I love this place.,1,Yelp
Great service and food.,1,Yelp
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0,Yelp
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,Yelp
"OMG, the food was delicioso!",1,Yelp
There is nothing authentic about this place.,0,Yelp
the spaghetti is nothing special whatsoever.,0,Yelp
"Of all the dishes, the salmon was the best, but all were great.",1,Yelp
The vegetables are so fresh and the sauce feels like authentic Thai.,1,Yelp
It's worth driving up from Tucson!,1,Yelp
The selection was probably the worst I've seen in Vegas.....there was none.,0,Yelp
Pretty good beer selection too.,1,Yelp
"This place is like Chipotle, but BETTER.",1,Yelp
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1,Yelp
5 stars for the brick oven bread app!,1,Yelp
"I have eaten here multiple times, and each time the food was delicious.",1,Yelp
We sat another ten minutes and finally gave up and left.,0,Yelp
He was terrible!,0,Yelp
Everyone is treated equally special.,1,Yelp
It shouldn't take 30 min for pancakes and eggs.,0,Yelp
It was delicious!!!,1,Yelp
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,Yelp
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,Yelp
As always the evening was wonderful and the food delicious!,1,Yelp
Best fish I've ever had in my life!,1,Yelp
(The bathroom is just next door and very nice.),1,Yelp
The buffet is small and all the food they offered was BLAND.,0,Yelp
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1,Yelp
Pretty cool I would say.,1,Yelp
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,Yelp
Server did a great job handling our large rowdy table.,1,Yelp
"I find wasting food to be despicable, but this just wasn't food.",0,Yelp
My wife had the Lobster Bisque soup which was lukewarm.,0,Yelp
Would come back again if I had a sushi craving while in Vegas.,1,Yelp
"The staff are great, the ambiance is great.",1,Yelp
He deserves 5 stars.,1,Yelp
I left with a stomach ache and felt sick the rest of the day.,0,Yelp
They dropped more than the ball.,0,Yelp
"The dining space is tiny, but elegantly decorated and comfortable.",1,Yelp
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,Yelp
And the beans and rice were mediocre at best.,0,Yelp
Best tacos in town by far!!,1,Yelp
I took back my money and got outta there.,0,Yelp
"In an interesting part of town, this place is amazing.",1,Yelp
RUDE & INCONSIDERATE MANAGEMENT.,0,Yelp
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,Yelp
I won't be back.,0,Yelp
They have great dinners.,1,Yelp
The service was outshining & I definitely recommend the Halibut.,1,Yelp
The food was terrible.,0,Yelp
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,Yelp
I don't recommend unless your car breaks down in front of it and you are starving.,0,Yelp
I will come back here every time I'm in Vegas.,1,Yelp
This place deserves one star and 90% has to do with the food.,0,Yelp
This is a disgrace.,0,Yelp
Def coming back to bowl next time,1,Yelp
"If you want healthy authentic or ethic food, try this place.",1,Yelp
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1,Yelp
"I have been here several times in the past, and the experience has always been great.",1,Yelp
We walked away stuffed and happy about our first Vegas buffet experience.,1,Yelp
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,Yelp
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,Yelp
I'm probably one of the few people to ever go to Ians and not like it.,0,Yelp
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,Yelp
Service is perfect and the family atmosphere is nice to see.,1,Yelp
Cooked to perfection and the service was impeccable.,1,Yelp
This one is simply a disappointment.,0,Yelp
"Overall, I was very disappointed with the quality of food at Bouchon.",0,Yelp
I don't have to be an accountant to know I'm getting screwed!,0,Yelp
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,Yelp
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,Yelp
Left very frustrated.,0,Yelp
I'll definitely be in soon again.,1,Yelp
Food was really good and I got full petty fast.,1,Yelp
Service was fantastic.,1,Yelp
TOTAL WASTE OF TIME.,0,Yelp
I don't know what kind it is but they have the best iced tea.,1,Yelp
"Come hungry, leave happy and stuffed!",1,Yelp
"For service, I give them no stars.",0,Yelp
I can assure you that you won't be disappointed.,1,Yelp
I can take a little bad service but the food sucks.,0,Yelp
Gave up trying to eat any of the crust (teeth still sore).,0,Yelp
But now I was completely grossed out.,0,Yelp
I really enjoyed eating here.,1,Yelp
First time going but I think I will quickly become a regular.,1,Yelp
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,Yelp
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,Yelp
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,Yelp
"Furthermore, you can't even find hours of operation on the website!",0,Yelp
We've tried to like this place but after 10+ times I think we're done with them.,0,Yelp
What a mistake that was!,0,Yelp
No complaints!,1,Yelp
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,Yelp
Waiter was a jerk.,0,Yelp
"Strike 2, who wants to be rushed.",0,Yelp
These are the nicest restaurant owners I've ever come across.,1,Yelp
I never come again.,0,Yelp
We loved the biscuits!!!,1,Yelp
Service is quick and friendly.,1,Yelp
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,Yelp
So absolutley fantastic.,1,Yelp
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,Yelp
definitely will come back here again.,1,Yelp
I like Steiners because it's dark and it feels like a bar.,1,Yelp
Wow very spicy but delicious.,1,Yelp
"If you're not familiar, check it out.",1,Yelp
I'll take my business dinner dollars elsewhere.,0,Yelp
I'd love to go back.,1,Yelp
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,Yelp
Nothing special.,0,Yelp
Each day of the week they have a different deal and it's all so delicious!,1,Yelp
"Not to mention the combination of pears, almonds and bacon is a big winner!",1,Yelp
Will not be back.,0,Yelp
Sauce was tasteless.,0,Yelp
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,Yelp
My ribeye steak was cooked perfectly and had great mesquite flavor.,1,Yelp
I don't think we'll be going back anytime soon.,0,Yelp
Food was so gooodd.,1,Yelp
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,Yelp
I was so insulted.,0,Yelp
The last 3 times I had lunch here has been bad.,0,Yelp
The chicken wings contained the driest chicken meat I have ever eaten.,0,Yelp
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,Yelp
Nargile - I think you are great.,1,Yelp
Best tater tots in the southwest.,1,Yelp
We loved the place.,1,Yelp
Definitely not worth the $3 I paid.,0,Yelp
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,Yelp
Im in AZ all the time and now have my new spot.,1,Yelp
The manager was the worst.,0,Yelp
The inside is really quite nice and very clean.,1,Yelp
The food was outstanding and the prices were very reasonable.,1,Yelp
I don't think I'll be running back to Carly's anytime soon for food.,0,Yelp
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,Yelp
"Love the margaritas, too!",1,Yelp
This was my first and only Vegas buffet and it did not disappoint.,1,Yelp
"Very good, though!",1,Yelp
The one down note is the ventilation could use some upgrading.,0,Yelp
Great pork sandwich.,1,Yelp
Don't waste your time here.,0,Yelp
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,Yelp
"Third, the cheese on my friend's burger was cold.",0,Yelp
We enjoy their pizza and brunch.,1,Yelp
The steaks are all well trimmed and also perfectly cooked.,1,Yelp
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,Yelp
I LOVED it!,1,Yelp
We asked for the bill to leave without eating and they didn't bring that either.,0,Yelp
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,Yelp
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,Yelp
The selection of food was not the best.,0,Yelp
Delicious and I will absolutely be back!,1,Yelp
"This isn't a small family restaurant, this is a fine dining establishment.",1,Yelp
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,Yelp
I dont think I will be back for a very long time.,0,Yelp
"It was attached to a gas station, and that is rarely a good sign.",0,Yelp
How awesome is that.,1,Yelp
I will be back many times soon.,1,Yelp
The menu had so much good stuff on it i could not decide!,1,Yelp
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,Yelp
CONCLUSION: Very filling meals.,1,Yelp
Their daily specials are always a hit with my group.,1,Yelp
And then tragedy struck.,0,Yelp
The pancake was also really good and pretty large at that.,1,Yelp
"This was my first crawfish experience, and it was delicious!",1,Yelp
Their monster chicken fried steak and eggs is my all time favorite.,1,Yelp
Waitress was sweet and funny.,1,Yelp
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,Yelp
"I'd rather eat airline food, seriously.",0,Yelp
Cant say enough good things about this place.,1,Yelp
The ambiance was incredible.,1,Yelp
The waitress and manager are so friendly.,1,Yelp
I would not recommend this place.,0,Yelp
Overall I wasn't very impressed with Noca.,0,Yelp
My gyro was basically lettuce only.,0,Yelp
Terrible service!,0,Yelp
Thoroughly disappointed!,0,Yelp
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,Yelp
"Give it a try, you will be happy you did.",1,Yelp
By far the BEST cheesecurds we have ever had!,1,Yelp
Reasonably priced also!,1,Yelp
Everything was perfect the night we were in.,1,Yelp
The food is very good for your typical bar food.,1,Yelp
it was a drive to get there.,0,Yelp
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,Yelp
"Anyway, I do not think i will go back there.",0,Yelp
"Point your finger at any item on the menu, order it and you won't be disappointed.",1,Yelp
"Oh this is such a thing of beauty, this restaurant.",1,Yelp
If you haven't gone here GO NOW!,1,Yelp
"A greasy, unhealthy meal.",0,Yelp
first time there and might just be the last.,0,Yelp
Those burgers were amazing.,1,Yelp
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,Yelp
And it was way to expensive.,0,Yelp
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,Yelp
This was my first time and I can't wait until the next.,1,Yelp
The bartender was also nice.,1,Yelp
Everything was good and tasty!,1,Yelp
This place is two thumbs up....way up.,1,Yelp
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,Yelp
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,Yelp
Terrible management.,0,Yelp
An excellent new restaurant by an experienced Frenchman.,1,Yelp
If there were zero stars I would give it zero stars.,0,Yelp
"Great steak, great sides, great wine, amazing desserts.",1,Yelp
Worst martini ever!,0,Yelp
The steak and the shrimp are in my opinion the best entrees at GC.,1,Yelp
I had the opportunity today to sample your amazing pizzas!,1,Yelp
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,Yelp
The yellowtail carpaccio was melt in your mouth fresh.,1,Yelp
I won't try going back there even if it's empty.,0,Yelp
"No, I'm going to eat the potato that I found some strangers hair in it.",0,Yelp
Just spicy enough.. Perfect actually.,1,Yelp
Last night was my second time dining here and I was so happy I decided to go back!,1,Yelp
"not even a ""hello, we will be right with you.""",0,Yelp
The desserts were a bit strange.,0,Yelp
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,Yelp
"I really do recommend this place, you can go wrong with this donut place!",1,Yelp
